product_name,product_link,manufacturer,is_new,price,shipping_cost,product_description,total_price
Balles RWS High Velocity - Cal. 22LR - 22LR / Par 1 / 40,https://www.naturabuy.fr/Balles-RWS-High-Velocity-Cal-22LR-Par-1-item-9176216.html,RWS,1,9.0,9.9,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Cuivre Caractéristiques : - Munitions de chasse adaptée aux carabines de petit calibre et aux réducteurs - Balle au plomb à chemise en cuivre et tête tronquée, pour le tir d'animaux de petite taille- Bonne pénétration grâce à la vitesse augmentée de 80 m Quantité: Par 1, par 10 ou par 20 (voir options) Calibre 22LRGrammes2.6 gVitesse à 0 m385 m/sVitesse à 100 m293 m/sEnergie à 0 m193 joulesEnergie à 100 m112 joulesQuantité 50",18.9
Balles RWS High Velocity HP - Cal. 22LR - 22LR / Par 1 / 40,https://www.naturabuy.fr/Balles-RWS-High-Velocity-HP-Cal-22LR-Par-1-item-9176219.html,RWS,1,9.9,9.9,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Cuivre Caractéristiques: - Munitions de chasse adaptée aux carabines de petit calibre et aux réducteurs - Balle au plomb à chemise en cuivre et tête tronquée, pour le tir d'animaux de petite taille- Bonne pénétration grâce à la vitesse augmentée de 80 m / s Quantité: Par 1, par 10 ou par 20 (voir options) Calibre 22LRGrammes2.6 gVitesse à 0 m385 m/sVitesse à 100 m293 m/sEnergie à 0 m193 joulesEnergie à 100 m112 joulesQuantité 50",19.8
Balles RWS MJ Match Jadg - 3 g - Cal. 22 Hornet - 22 Hornet / Par 1,https://www.naturabuy.fr/Balles-RWS-MJ-Match-Jadg-3-g-Cal-22-Hornet-Par-1-item-9179446.html,RWS,1,77.2,9.9,"Marque : RWSEtat de l'objet : NeufType : MatchType d'ogive : Plomb Munie d'un projectile optimisé pour la précision avec jaquette en tombac pour la préservation du canon. Conçue spécialement pour les tirs de formations des chasseurs et des jeunes chasseurs. Par boite = 50 cartouches. (46 grains / 3 grammes) - Quantité: Par 1, par 3 ou par 5 (voir options) Caractéristiques: Poids du projectile (g/grs)3,00/46Type de projectileJagd MatchContenance de la boite (Pièces)50Vitesse de projectile V0 (m/s)740,0Vitesse de projectile V100 (m/s)552,0Vitesse de projectile V200 (m/s)403,0Vitesse de projectile V300 (m/s)316,0Énergie du projectile E0 (Joules)821,0Énergie du projectile E100 (Joules)457,0Énergie du projectile E200 (Joules)244,0Énergie du projectile E300 (Joules)150,0",87.10000000000001
Balles RWS TMS - 3 g - Cal. 22 Hornet - 22 Hornet / Par 1,https://www.naturabuy.fr/Balles-RWS-TMS-3-g-Cal-22-Hornet-Par-1-item-9179449.html,RWS,1,35.9,9.9,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Plomb 20 Munitions RWS cal 22 Hornet 46gr TMS Munitions de marque rws boite de 20 disponible en calibre 22 hornet. Caractéristiques: Calibre : 22 HornetGrains : 46 grPoids : 3 g - Quantité: Par 1, par 3 ou par 5 (voir options)",45.8
Balles RWS Magnum FMJ - Cal. 22 mag - 22 MAG / Par 1,https://www.naturabuy.fr/Balles-RWS-Magnum-FMJ-Cal-22-mag-Par-1-item-9179452.html,RWS,1,45.0,9.9,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Plomb Munitions RWS Cal.22Mag. Field Line Magnum FMJLa munition RWS MAGNUM FMJ est particulièrement rapide. En action de chasse elle offre ainsi une trajectoire tendue jusqu'à 100 m et un excellent transfert d'énergie à l'impact. - Cette munition de petit calibre est donc très bien adaptée au tir des gibiers de petite taille- De plus elle préserve parfaitement la venaison et les fourrures- La vitesse élévée délivre une grande énergie à l'impact - Faible dilacération des tissus - préserve la fourrure- Balle blindée- Boite de 50 - Quantité: Par 1, par 3 ou par 5 (voir options) Caractéristiques: Calibre22 magGrammes2.6 gVitesse à 0 m595 m/sVitesse à 50 m495 m/sVitesse à 100 m418 m/sEnergie à 0 m460 joulesEnergie à 50 m319 joulesEnergie à 100 m227 joules L'expédition de votre commande ne sera pas effectuée tant que la totalité des justificatifs ne seront pas réceptionnés et validés.",54.9
Balles RWS Magnum Soft Point - Cal. 22 mag - 22 MAG / Par 1,https://www.naturabuy.fr/Balles-RWS-Magnum-Soft-Point-Cal-22-mag-Par-1-item-9179455.html,RWS,1,45.0,9.9,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Creuse Munitions RWS Cal.22Mag. Field Line Magnum SPLa munition RWS Magnum SP est particulièrement efficace en action de chasse.- La balle en plomb demi-blindée atteint une vitesse très élevée et sa tête creuse garantit un fort transfert d'énergie à l'impact- Cette munition de petit calibre est très tendue jusqu'à 100 m et s'adapte très bien au tir des petits gibiers, nuisibles et petits prédateurs- Boîte de 50 - Quantité: Par 1, par 3 ou par 5 (voir options) Caractéristiques: Poids2.6 gVitesse en m/s Vo595 V50495V100418Énergie d'impact en joules E0460E50319E100227",54.9
Balles RWS Pistol Match - Cal. 22LR - 22LR / Par 1 / 40,https://www.naturabuy.fr/Balles-RWS-Pistol-Match-Cal-22LR-Par-1-item-9179464.html,RWS,1,8.7,9.9,"Marque : RWSEtat de l'objet : NeufType : MatchType d'ogive : Plomb Caractéristiques: - Idéal pour les disciplines pistolets sport standard à 25 m - Mise au point avec des tireurs renommés- Déroulement du coup de feu particulièrement doux- Excellentes valeurs de balistiques intérieur- Faible charge sur la musculature des bras, ce qui ménage les forces du tireur- Rapport qualité-prix convaincant Quantité: Par 1, par 10 ou par 20 (voir options) Poids2.6 gVitesse en m/s v0275Vitesse en m/s v50257Vitesse en m/s v100241Énergie en Joules E098E5086E10076",18.6
Balles RWS Pistol Match SR - Cal. 22LR - 22LR / Par 1 / 40,https://www.naturabuy.fr/Balles-RWS-Pistol-Match-SR-Cal-22LR-Par-1-item-9179467.html,RWS,1,9.1,9.9,"Marque : RWSEtat de l'objet : NeufType : MatchType d'ogive : Plomb Caractéristiques: - Recul amoindri grâce à la réduction de masse d'amorce et à la nouvelle charge de poudre- Combustion homogène pour un mouvement de canon toujours très réduit- Feu de bouche insignifiant- Mix optimisé pour un recul très contenu et un excellent comportement au tir Quantité: Par 1, par 10 ou par 20 (voir options) Poids2.6 gVitesse en m/s v0260Vitesse en m/s v50244Vitesse en m/s v100229Énergie en Joules E088E5077E10068",19.0
Balles RWS R100 - Cal. 22LR - 22LR / Par 1 / 40,https://www.naturabuy.fr/Balles-RWS-R100-Cal-22LR-Par-1-item-9179470.html,RWS,1,25.0,9.9,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Plomb Munitions RWS Cal.22lr Premium Line R100La munition RWS R 100 est la préférée des tireurs sportifs de compétition au niveau international. Vitesse supersonique et précision remarquable font de la RWS R 100 une munition de premier choix pour le tir sur silhouettes à l'arme d'épaule et de poing.Adaptée au tir à 50 et 100 m.Merci de vous renseigner auprès de vos instances quant à l'utilisation de munitions à percussion annulaire RWS .22lr R100 en biathlon.Le poids de la balle est exactement de 2.675 +/- 0.005 grammes Quantité: Par 1, par 10 ou par 20 (voir options)",34.9
Balles RWS R50 - Cal. 22LR - 22LR / Par 1 / 40,https://www.naturabuy.fr/Balles-RWS-R50-Cal-22LR-Par-1-item-9179473.html,RWS,1,23.2,9.9,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Plomb La cartouche RWS Premium Line de calibre 22LR est idéale pour les tirs olympiques et les concours les plus prestigieux. Elle est conçue selon des procédés très stricts qui lui confèrent une excellente précision : les lots sont contrôlés en continu et leurs capacités balistiques sont testées.Ces résultats sont obtenus notamment grâce à des composants parfaitement réguliers, qui suppriment les variations de vitesse ou de pression.La cartouche convient aux disciplines de tir à la carabine, mais aussi de pistolet standard et pistolet de vitesse.L'ogive de la balle est une ogive plomb type round nose d'un poids de 40 grains.La vitesse atteint 330 m/s pour une énergie de 142 joules. Quantité: Par 1, par 10 ou par 20 (voir options)",33.1
Balles RWS Rifle Match - Cal. 22LR - 22LR / Par 1 / 40,https://www.naturabuy.fr/Balles-RWS-Rifle-Match-Cal-22LR-Par-1-item-9179476.html,RWS,1,8.8,9.9,"Marque : RWSEtat de l'objet : NeufType : MatchType d'ogive : Plomb Munitions RWS Cal.22 lr Professional line Rifle MatchLa munition RWS RIFLE MATCH est dédiée au tir avec arme d'épaule Caractéristiques: - Elle bénéficie d'une courbe de vitesse optimale et de très bonnes performances. Son prix abordable en fait une munition très appréciée pour l'entrainement- Boîte de 50 Quantité: Par 1, par 10 ou par 20 (voir options) Poids2.6 gVitesse en m/s V0330V50294V100271Énergie d'impact en J E0142E50113E10095",18.700000000000003
Balles RWS Rifle Match S - Cal. 22LR - 22LR / Par 1 / 40,https://www.naturabuy.fr/Balles-RWS-Rifle-Match-S-Cal-22LR-Par-1-item-9179479.html,RWS,1,9.1,9.9,"Marque : RWSEtat de l'objet : NeufType : MatchType d'ogive : Plomb Munitions RWS Cal.22lr Professional line Rifle Match SLa munition à percussion annulaire RWS RIFLE MATCH S est une munition très rapide destinée à l'entrainement et à la compétition. Caractéristiques : - Sa vitesse supersonique lui garantit une précision redoutable à 50 et 100 m- Une véritable alternative pour les armes à canons sensibles- Particulièrement adaptée aux biathlètes et comme munition d'entrainement pour les utilisateurs de RWS R 100- Boîte de 50 Quantité: Par 1, par 10 ou par 20 (voir options) Poids2.6 gVitesse en m/s V0345V50304V100277Énergie d'impact en J E0155E50120E100100",19.0
Balles RWS Spécial Match - Cal. 22LR - 22LR / Par 1 / 40,https://www.naturabuy.fr/Balles-RWS-Special-Match-Cal-22LR-Par-1-item-9179482.html,RWS,1,13.3,9.9,"Marque : RWSEtat de l'objet : NeufType : MatchType d'ogive : Plomb Balles RWS Spécial Match - Cal. 22LR Caractéristiques: - Très haute qualité, proche de celle de la R50- Excellent rapport qualité-prix- Pour réduire les mauvais points en compétition et à l'entrainement- Boîte de 50 Quantité: Par 1, par 10 ou par 20 (voir options)Poids2.6 gV50304V100277Énergie d'impact en joules E0155E50120",23.200000000000003
Balles RWS Target Pistol - Cal. 22LR - 22LR / Par 1 / 40,https://www.naturabuy.fr/Balles-RWS-Target-Pistol-Cal-22LR-Par-1-item-9179485.html,RWS,1,7.0,9.9,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Plomb 50 Munitions RWS Target Pistol cal 22 LrLa munition RWS Target Rifle est un consommable polyvalent idéal pour l'entraînement au tir sportif et le tir récréatif. On peut la recommander pour les épreuves de pistolet de 10 m à 25 m, mais aussi le plinking sur toutes sortes de cibles.Elle autorise de belles performances sur cibles au moyen d'une vitesse régulière et de composants à la finition soignée.Type d'ogiveLa cartouche Target Pistol est pourvue d'une ogive plomb type round nose d'un poids de 40 grains.Vitesse et énergieLa balle sort du canon à une vitesse de 285 m/s avec une énergie initiale de 105 Joules. Quantité: Par 1, par 10 ou par 20 (voir options)",16.9
Balles RWS Target Rifle - Cal. 22LR - 22LR / Par 1 / 40,https://www.naturabuy.fr/Balles-RWS-Target-Rifle-Cal-22LR-Par-1-item-9179488.html,RWS,1,7.0,9.9,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Plomb 50 Munitions RWS Target Rifle cal 22 Lr 40grLa munition RWS Target Rifle est un consommable polyvalent idéal pour l'entraînement au tir sportif et le tir récréatif. On peut la recommander pour les épreuves de carabines de 50 m à 100 m, mais aussi le plinking sur toutes sortes de cibles.Elle autorise de belles performances sur cibles au moyen d'une vitesse régulière et de composants à la finition soignée.Type d'ogiveLa cartouche Target Rifle est pourvue d'une ogive plomb type round nose d'un poids de 40 grains.Vitesse et énergieLa balle sort du canon à une vitesse de 330 m/s avec une énergie initiale de 142 Joules. Quantité: Par 1, par 10 ou par 20 (voir options)",16.9
Balles RWS Z Lang - Cal. 22LR - 22LR / Par 1 / 29,https://www.naturabuy.fr/Balles-RWS-Z-Lang-Cal-22LR-Par-1-item-9179491.html,RWS,1,8.2,9.9,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Plomb La munition à percussion annulaire RWS Z LANG a été mise au point spécialement pour le tir à l'arme d'épaule sur de courtes distances. Elle se distingue par une vitesse relativement basse. Ceci permet des tirs d'entrainement Indoor sans port de casque de protection auditive. Sa détonation modérée lui a conféré le surnom de ""munition de chambre"".Caractéristiques :Calibre : .22 LRÉnergie (J) : 52Grains : 29Vitesse (m/s) : 235 Quantité: Par 1, par 10 ou par 20 (voir options)Boîte de 50",18.1
Balles CCI Subsonic HP - Cal. 22LR - 22LR / Par 1 / 40,https://www.naturabuy.fr/Balles-CCI-Subsonic-HP-Cal-22LR-Par-1-item-9207231.html,CCI,1,18.6,9.9,"Marque : CCIEtat de l'objet : NeufType : SubsoniqueType d'ogive : Plomb Balles CCI Subsonic HP - Cal. 22LR Caractéristiques : - Cartouche a percussion annulaire- Munitions subsonique- Boites de 100 balles- Ogive : Subsonic Quantité: Par 1, par 10 ou par 20 (voir options) Calibre22LRGrammes2.6 gGrains40Vitesse à 0 m375 m/sEnergie à 0 m183 joules L'expédition de votre commande ne sera pas effectuée tant que la totalité des justificatifs ne seront pas réceptionnés et validés.",28.5
Balles CCI Blazer 40g - Cal. 22LR - 22LR / Par 1 / 40,https://www.naturabuy.fr/Balles-CCI-Blazer-40g-Cal-22LR-Par-1-item-9207234.html,CCI,1,5.98,9.9,"Marque : CCIEtat de l'objet : NeufType : StandardType d'ogive : Plomb Balles CCI Blazer 40g - Cal. 22LR Caractéristiques : - Cartouche a percussion annulaire- Boites de 50 balles- Ogive : Lead round nose Quantité: Par 1, par 10 ou par 20 (voir options) Calibre22LRGrammes2.6 gGrains40Vitesse à 0 m376 m/sEnergie à 0 m126 joules L'expédition de votre commande ne sera pas effectuée tant que la totalité des justificatifs ne seront pas réceptionnés et validés.",15.88
Balles CCI Standard Velocity 40g - Cal. 22LR - 22LR / Par 1 / 40,https://www.naturabuy.fr/Balles-CCI-Standard-Velocity-40g-Cal-22LR-Par-1-item-9207236.html,CCI,1,6.28,9.9,"Marque : CCIEtat de l'objet : NeufType : StandardType d'ogive : Plomb - Cartouche a percussion annulaire- Boites de 50 balles- Ogive : Round nose plomb Calibre22LRGrammes2.6 gGrains40Vitesse à 0 m326 m/s Quantité: Par 1, par 10 ou par 20 (voir options)",16.18
Balles CCI Minimag Hs cuivrée - Cal. 22LR - 22LR / Par 1 / 40,https://www.naturabuy.fr/Balles-CCI-Minimag-Hs-cuivree-Cal-22LR-Par-1-item-9207239.html,CCI,1,17.0,9.9,"Marque : CCIEtat de l'objet : NeufType : Standard Longue - haute vitesseType d'ogive : Cuivre Balles CCI Minimag Hs cuivrée - Cal. 22LR Caractéristiques : - Cartouche a percussion annulaire- Boites de 100 balles- Ogive : Round nose cuivrée Quantité: Par 1, par 10 ou par 20 (voir options)Calibre22LRGrammes2.6 gGrains40Vitesse à 0 m376 m/s L'expédition de votre commande ne sera pas effectuée tant que la totalité des justificatifs ne seront pas réceptionnés et validés.",26.9
Balles RWS - Cal. 22 / 6 mm flobert - Par 150 - 22LR / Conique / Par 3,https://www.naturabuy.fr/Balles-RWS-Cal-22-6-mm-flobert-Par-150-Conique-Par-3-item-9273667.html,RWS,1,119.7,11.9,"Marque : RWSEtat de l'objet : NeufType : BosquetteType d'ogive : Plomb Retrouvez un grand classique de la munition de petit calibre, à percussion annulaire et balle pointue. Approvisionnez ainsi vos carabines de jardin avec des projectiles de belle facture. - Ces munitions sont compatibles avec les carabines de jardin et calibres de tir sportif de calibre .22 Flobert et .22 LR.- Elles proposent un haut niveau de qualité typiquement RWS, avec une ogive plomb à tête pointue ou ronde (voir options) - Idéal pour le tir de loisir- Boîte de 150 balles Quantité: Par 1, par 3 ou par 5 (voir options)",131.6
Balles RWS - Cal. 22 / 6 mm flobert - Par 150 - 22LR / Conique / Par 5,https://www.naturabuy.fr/Balles-RWS-Cal-22-6-mm-flobert-Par-150-Conique-Par-5-item-9273668.html,RWS,1,199.5,13.9,"Marque : RWSEtat de l'objet : NeufType : BosquetteType d'ogive : Plomb Retrouvez un grand classique de la munition de petit calibre, à percussion annulaire et balle pointue. Approvisionnez ainsi vos carabines de jardin avec des projectiles de belle facture. - Ces munitions sont compatibles avec les carabines de jardin et calibres de tir sportif de calibre .22 Flobert et .22 LR.- Elles proposent un haut niveau de qualité typiquement RWS, avec une ogive plomb à tête pointue ou ronde (voir options) - Idéal pour le tir de loisir- Boîte de 150 balles Quantité: Par 1, par 3 ou par 5 (voir options)",213.4
Balles RWS - Cal. 22 / 6 mm flobert - Par 150 - 22LR / Ronde / Par 3,https://www.naturabuy.fr/Balles-RWS-Cal-22-6-mm-flobert-Par-150-Ronde-Par-3-item-9273669.html,RWS,1,113.7,11.9,"Marque : RWSEtat de l'objet : NeufType : BosquetteType d'ogive : Plomb Retrouvez un grand classique de la munition de petit calibre, à percussion annulaire et balle pointue. Approvisionnez ainsi vos carabines de jardin avec des projectiles de belle facture. - Ces munitions sont compatibles avec les carabines de jardin et calibres de tir sportif de calibre .22 Flobert et .22 LR.- Elles proposent un haut niveau de qualité typiquement RWS, avec une ogive plomb à tête pointue ou ronde (voir options) - Idéal pour le tir de loisir- Boîte de 150 balles Quantité: Par 1, par 3 ou par 5 (voir options)",125.60000000000001
Balles RWS - Cal. 22 / 6 mm flobert - Par 150 - 22LR / Ronde / Par 5,https://www.naturabuy.fr/Balles-RWS-Cal-22-6-mm-flobert-Par-150-Ronde-Par-5-item-9273670.html,RWS,1,189.5,13.9,"Marque : RWSEtat de l'objet : NeufType : BosquetteType d'ogive : Plomb Retrouvez un grand classique de la munition de petit calibre, à percussion annulaire et balle pointue. Approvisionnez ainsi vos carabines de jardin avec des projectiles de belle facture. - Ces munitions sont compatibles avec les carabines de jardin et calibres de tir sportif de calibre .22 Flobert et .22 LR.- Elles proposent un haut niveau de qualité typiquement RWS, avec une ogive plomb à tête pointue ou ronde (voir options) - Idéal pour le tir de loisir- Boîte de 150 balles Quantité: Par 1, par 3 ou par 5 (voir options)",203.4
Balles RWS club - Cal. 22LR - 22LR / Par 10 / 40,https://www.naturabuy.fr/Balles-RWS-club-Cal-22LR-Par-10-item-9273683.html,RWS,1,62.0,9.9,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Plomb Caractéristiques : - Précision satisfaisante et prestation parfaite à partir de nombreuses armes- Faible charge pour le budget d'entrainement- Calibre : 22 long rifle pour carabine- Projectile de plombs de 2.6g, V0 330 m/s (longueur canon de 65 cm) Quantité: Par 1, par 10 ou par 20 (voir options) Poids 2.6 g / 40grV0330 m/sV50295 m/sV100270 m/sEnergie d'impact en Joules E0164 jE50 113 JE100103 JQuantité50",71.9
Balles RWS club - Cal. 22LR - 22LR / Par 20 / 40,https://www.naturabuy.fr/Balles-RWS-club-Cal-22LR-Par-20-item-9273684.html,RWS,1,124.0,9.9,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Plomb Caractéristiques : - Précision satisfaisante et prestation parfaite à partir de nombreuses armes- Faible charge pour le budget d'entrainement- Calibre : 22 long rifle pour carabine- Projectile de plombs de 2.6g, V0 330 m/s (longueur canon de 65 cm) Quantité: Par 1, par 10 ou par 20 (voir options) Poids 2.6 g / 40grV0330 m/sV50295 m/sV100270 m/sEnergie d'impact en Joules E0164 jE50 113 JE100103 JQuantité50",133.9
Balles RWS High Velocity - Cal. 22LR - 22LR / Par 10 / 40,https://www.naturabuy.fr/Balles-RWS-High-Velocity-Cal-22LR-Par-10-item-9273685.html,RWS,1,90.0,9.9,"Marque : RWSEtat de l'objet : NeufType : Standard Longue - haute vitesseType d'ogive : Cuivre Caractéristiques : - Munitions de chasse adaptée aux carabines de petit calibre et aux réducteurs - Balle au plomb à chemise en cuivre et tête tronquée, pour le tir d'animaux de petite taille- Bonne pénétration grâce à la vitesse augmentée de 80 m Quantité: Par 1, par 10 ou par 20 (voir options) Calibre 22LRGrammes2.6 gVitesse à 0 m385 m/sVitesse à 100 m293 m/sEnergie à 0 m193 joulesEnergie à 100 m112 joulesQuantité 50",99.9
Balles RWS High Velocity - Cal. 22LR - 22LR / Par 20 / 40,https://www.naturabuy.fr/Balles-RWS-High-Velocity-Cal-22LR-Par-20-item-9273686.html,RWS,1,180.0,9.9,"Marque : RWSEtat de l'objet : NeufType : Standard Longue - haute vitesseType d'ogive : Cuivre Caractéristiques : - Munitions de chasse adaptée aux carabines de petit calibre et aux réducteurs - Balle au plomb à chemise en cuivre et tête tronquée, pour le tir d'animaux de petite taille- Bonne pénétration grâce à la vitesse augmentée de 80 m Quantité: Par 1, par 10 ou par 20 (voir options) Calibre 22LRGrammes2.6 gVitesse à 0 m385 m/sVitesse à 100 m293 m/sEnergie à 0 m193 joulesEnergie à 100 m112 joulesQuantité 50",189.9
Balles RWS High Velocity HP - Cal. 22LR - 22LR / Par 10 / 40,https://www.naturabuy.fr/Balles-RWS-High-Velocity-HP-Cal-22LR-Par-10-item-9273687.html,RWS,1,99.0,9.9,"Marque : RWSEtat de l'objet : NeufType : Standard Longue - haute vitesseType d'ogive : Cuivre Caractéristiques: - Munitions de chasse adaptée aux carabines de petit calibre et aux réducteurs - Balle au plomb à chemise en cuivre et tête tronquée, pour le tir d'animaux de petite taille- Bonne pénétration grâce à la vitesse augmentée de 80 m / s Quantité: Par 1, par 10 ou par 20 (voir options) Calibre 22LRGrammes2.6 gVitesse à 0 m385 m/sVitesse à 100 m293 m/sEnergie à 0 m193 joulesEnergie à 100 m112 joulesQuantité 50",108.9
Balles RWS High Velocity HP - Cal. 22LR - 22LR / Par 20 / 40,https://www.naturabuy.fr/Balles-RWS-High-Velocity-HP-Cal-22LR-Par-20-item-9273688.html,RWS,1,198.0,9.9,"Marque : RWSEtat de l'objet : NeufType : Standard Longue - haute vitesseType d'ogive : Cuivre Caractéristiques: - Munitions de chasse adaptée aux carabines de petit calibre et aux réducteurs - Balle au plomb à chemise en cuivre et tête tronquée, pour le tir d'animaux de petite taille- Bonne pénétration grâce à la vitesse augmentée de 80 m / s Quantité: Par 1, par 10 ou par 20 (voir options) Calibre 22LRGrammes2.6 gVitesse à 0 m385 m/sVitesse à 100 m293 m/sEnergie à 0 m193 joulesEnergie à 100 m112 joulesQuantité 50",207.9
Balles RWS Pistol Match - Cal. 22LR - 22LR / Par 10 / 40,https://www.naturabuy.fr/Balles-RWS-Pistol-Match-Cal-22LR-Par-10-item-9273689.html,RWS,1,87.0,9.9,"Marque : RWSEtat de l'objet : NeufType : MatchType d'ogive : Plomb Caractéristiques: - Idéal pour les disciplines pistolets sport standard à 25 m - Mise au point avec des tireurs renommés- Déroulement du coup de feu particulièrement doux- Excellentes valeurs de balistiques intérieur- Faible charge sur la musculature des bras, ce qui ménage les forces du tireur- Rapport qualité-prix convaincant Quantité: Par 1, par 10 ou par 20 (voir options) Poids2.6 gVitesse en m/s v0275Vitesse en m/s v50257Vitesse en m/s v100241Énergie en Joules E098E5086E10076",96.9
Balles RWS Pistol Match - Cal. 22LR - 22LR / Par 20 / 40,https://www.naturabuy.fr/Balles-RWS-Pistol-Match-Cal-22LR-Par-20-item-9273690.html,RWS,1,174.0,9.9,"Marque : RWSEtat de l'objet : NeufType : MatchType d'ogive : Plomb Caractéristiques: - Idéal pour les disciplines pistolets sport standard à 25 m - Mise au point avec des tireurs renommés- Déroulement du coup de feu particulièrement doux- Excellentes valeurs de balistiques intérieur- Faible charge sur la musculature des bras, ce qui ménage les forces du tireur- Rapport qualité-prix convaincant Quantité: Par 1, par 10 ou par 20 (voir options) Poids2.6 gVitesse en m/s v0275Vitesse en m/s v50257Vitesse en m/s v100241Énergie en Joules E098E5086E10076",183.9
Balles RWS Pistol Match SR - Cal. 22LR - 22LR / Par 10 / 40,https://www.naturabuy.fr/Balles-RWS-Pistol-Match-SR-Cal-22LR-Par-10-item-9273691.html,RWS,1,91.0,9.9,"Marque : RWSEtat de l'objet : NeufType : MatchType d'ogive : Plomb Caractéristiques: - Recul amoindri grâce à la réduction de masse d'amorce et à la nouvelle charge de poudre- Combustion homogène pour un mouvement de canon toujours très réduit- Feu de bouche insignifiant- Mix optimisé pour un recul très contenu et un excellent comportement au tir Quantité: Par 1, par 10 ou par 20 (voir options) Poids2.6 gVitesse en m/s v0260Vitesse en m/s v50244Vitesse en m/s v100229Énergie en Joules E088E5077E10068",100.9
Balles RWS Pistol Match SR - Cal. 22LR - 22LR / Par 20 / 40,https://www.naturabuy.fr/Balles-RWS-Pistol-Match-SR-Cal-22LR-Par-20-item-9273692.html,RWS,1,182.0,9.9,"Marque : RWSEtat de l'objet : NeufType : MatchType d'ogive : Plomb Caractéristiques: - Recul amoindri grâce à la réduction de masse d'amorce et à la nouvelle charge de poudre- Combustion homogène pour un mouvement de canon toujours très réduit- Feu de bouche insignifiant- Mix optimisé pour un recul très contenu et un excellent comportement au tir Quantité: Par 1, par 10 ou par 20 (voir options) Poids2.6 gVitesse en m/s v0260Vitesse en m/s v50244Vitesse en m/s v100229Énergie en Joules E088E5077E10068",191.9
Balles RWS R100 - Cal. 22LR - 22LR / Par 10 / 40,https://www.naturabuy.fr/Balles-RWS-R100-Cal-22LR-Par-10-item-9273693.html,RWS,1,250.0,9.9,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Plomb Munitions RWS Cal.22lr Premium Line R100La munition RWS R 100 est la préférée des tireurs sportifs de compétition au niveau international. Vitesse supersonique et précision remarquable font de la RWS R 100 une munition de premier choix pour le tir sur silhouettes à l'arme d'épaule et de poing.Adaptée au tir à 50 et 100 m.Merci de vous renseigner auprès de vos instances quant à l'utilisation de munitions à percussion annulaire RWS .22lr R100 en biathlon.Le poids de la balle est exactement de 2.675 +/- 0.005 grammes Quantité: Par 1, par 10 ou par 20 (voir options)",259.9
Balles RWS R100 - Cal. 22LR - 22LR / Par 20 / 40,https://www.naturabuy.fr/Balles-RWS-R100-Cal-22LR-Par-20-item-9273694.html,RWS,1,500.0,9.9,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Plomb Munitions RWS Cal.22lr Premium Line R100La munition RWS R 100 est la préférée des tireurs sportifs de compétition au niveau international. Vitesse supersonique et précision remarquable font de la RWS R 100 une munition de premier choix pour le tir sur silhouettes à l'arme d'épaule et de poing.Adaptée au tir à 50 et 100 m.Merci de vous renseigner auprès de vos instances quant à l'utilisation de munitions à percussion annulaire RWS .22lr R100 en biathlon.Le poids de la balle est exactement de 2.675 +/- 0.005 grammes Quantité: Par 1, par 10 ou par 20 (voir options)",509.9
Balles RWS R50 - Cal. 22LR - 22LR / Par 10 / 40,https://www.naturabuy.fr/Balles-RWS-R50-Cal-22LR-Par-10-item-9273695.html,RWS,1,232.0,9.9,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Plomb La cartouche RWS Premium Line de calibre 22LR est idéale pour les tirs olympiques et les concours les plus prestigieux. Elle est conçue selon des procédés très stricts qui lui confèrent une excellente précision : les lots sont contrôlés en continu et leurs capacités balistiques sont testées.Ces résultats sont obtenus notamment grâce à des composants parfaitement réguliers, qui suppriment les variations de vitesse ou de pression.La cartouche convient aux disciplines de tir à la carabine, mais aussi de pistolet standard et pistolet de vitesse.L'ogive de la balle est une ogive plomb type round nose d'un poids de 40 grains.La vitesse atteint 330 m/s pour une énergie de 142 joules. Quantité: Par 1, par 10 ou par 20 (voir options)",241.9
