product_name,product_link,manufacturer,is_new,price,shipping_cost,product_description,total_price
Ancienne boite de 22lr,https://www.naturabuy.fr/Ancienne-boite-22lr-item-10405044.html,Winchester,0,30.0,4.99,Marque : WinchesterEtat de l'objet : D'occasion Vends ou échange 4 boîte de 22lr ancienne avec prix en franc. Faire offre,34.99
GECO Rifle  22 LR   40Gr,https://www.naturabuy.fr/GECO-Rifle-22-LR-40Gr-item-9093087.html,Geco,1,6.18,18.0,"Marque : GecoEtat de l'objet : NeufType : StandardType d'ogive : Plomb Geco a crée des munitions destinés au 22 LR pour le tir en club. Elle offre d'excellent résultat sur des tirs de 50m. Son ogive dispose d'une tête ronde en plomb de 40 grains (2,6g). Sa vitesse à la sortie du canon est de 330 m/s . Vendue par boite de 50 munitions.",24.18
WINCHESTER 22LR SUBSONIC 42GR HP X50,https://www.naturabuy.fr/WINCHESTER-22LR-SUBSONIC-42GR-HP-X50-item-10754522.html,Winchester,1,8.7,9.0,Marque : WinchesterEtat de l'objet : NeufType : SubsoniqueType d'ogive : Creuse Munitions 22LR Subsonic Ogive HP Hollow point 42gr 2.72g Boite de 50,17.7
Cartouches RWS Subsonic HP Hunting Round - cal. 22LR - 40gr - boite de 50,https://www.naturabuy.fr/Cartouches-RWS-Subsonic-HP-Hunting-Round-cal-22LR-40gr-boite-50-item-9480021.html,RWS,1,7.6,17.0,Marque : RWSEtat de l'objet : NeufType : SubsoniqueType d'ogive : Plomb Cartouches RWS Subsonic HP Hunting Round - cal. 22LR - 40gr - boite de 50 boites de 50 cartouches Un supplément de frais de port sera appliqué pour tout envoi en Corse !,24.6
Cartouches RWS Subsonic HP Hunting Round - cal. 22LR - 40gr - lot de 500,https://www.naturabuy.fr/Cartouches-RWS-Subsonic-HP-Hunting-Round-cal-22LR-40gr-lot-500-item-9472162.html,RWS,1,76.0,17.0,Marque : RWSEtat de l'objet : NeufType : SubsoniqueType d'ogive : Plomb Cartouches RWS Subsonic HP Hunting Round - cal. 22LR - 40gr - lot de 500 boites de 50 cartouches Un supplément de frais de port sera appliqué pour tout envoi en Corse !,93.0
Balles Eley Higt Velocity Hollow Point Subsonique Calibre 22 LR,https://www.naturabuy.fr/Balles-Eley-Higt-Velocity-Hollow-Point-Subsonique-Calibre-22-LR-item-8620228.html,Eley,1,109.95,0.0,"Marque : EleyEtat de l'objet : NeufType : SubsoniqueType d'ogive : Creuse Les balles Eley Higt Velocity Hollow Point subsonique calibre 22 LR 38 grains pèsent 2,46 grammes et sont équipées d'une tête creuse en plomb.ELEY subsonic hollow est une balle de régulation des nuisibles avec une précision de tir et une vitesse réduite qui offre un profil balistique plus silencieux que d'autres balles 22LR. Elle est conçue et fabriquée pour donner les meilleurs résultats avec des carabines équipées de modérateurs de son. Avec son ogive à pointe creuse innovante, le projectile ELEY subsonic hollow offre des caractéristiques d'expansion inégalées, résultant en une pénétration courte avec une puissance de freinage exceptionnelle.Le lubrifiant non gras couvre la cartouche et assure un bon fonctionnement dans les carabines semi-automatiques et améliore le fonctionnement par conditions météorologiques difficiles.La vitesse de la balle à la bouche du canon est de 317 mètres par seconde, soit une énergie de 113 joules.Vendues en boîte de 500 balles.",109.95
Cartouches ELEY Force cal. 22LR - lot de 500,https://www.naturabuy.fr/Cartouches-ELEY-Force-cal-22LR-lot-500-item-9479999.html,Eley,1,90.0,17.0,"Marque : EleyEtat de l'objet : NeufType d'ogive : Plomb Cartouches ELEY Force cal. 22LR - lot de 500 Boites de 50 cartouches Munitions spécialement conçues pour les armes semi-automatiques, sa puissance assure un bon cyclage de l'arme. Ogive pleine de 42 grains à profil Round Nose. Un supplément de frais de port sera appliqué pour tout envoi en Corse !",107.0
Munitions CCI 22lr Stinger HP 32GR par 500,https://www.naturabuy.fr/Munitions-CCI-22lr-Stinger-HP-32GR-par-500-item-10754385.html,CCI,1,176.0,11.0,Marque : CCIEtat de l'objet : NeufType : Standard Longue - haute vitesseType d'ogive : Cuivre Calibre .22 LR Conditionnement Boîte plastique de 50 cartouches Type Ogive Cuivrée Poids du projectile 32 Grains soit 2.07 grammes Percussion Annulaire Amorçage Annulaire Type d'étuis Acier 500 munitions soit 10 boites de 50,187.0
Munitions CCI 22lr Small Game Velocitor PAR 500,https://www.naturabuy.fr/Munitions-CCI-22lr-Small-Game-Velocitor-PAR-500-item-10754384.html,CCI,1,163.9,9.9,Marque : CCIEtat de l'objet : NeufType d'ogive : Cuivre Munitions CCI 22lr Small Game Velocitor Calibre: 22lr Ogive: Hollow Point Cuivrée 2.6g 40grains Vm/s 437 Vendu en boite de 50 soit 10 boites,173.8
Cartouches ELEY Force cal. 22LR - boite de 50,https://www.naturabuy.fr/Cartouches-ELEY-Force-cal-22LR-boite-50-item-9479995.html,Eley,1,9.0,10.0,"Marque : EleyEtat de l'objet : NeufType d'ogive : Plomb Cartouches ELEY Force cal. 22LR - boite de 50 Munitions spécialement conçues pour les armes semi-automatiques, sa puissance assure un bon cyclage de l'arme. Ogive pleine de 42 grains à profil Round Nose. Un supplément de frais de port sera appliqué pour tout envoi en Corse !",19.0
PREMIUM LINE R50 - RWS,https://www.naturabuy.fr/PREMIUM-LINE-R50-RWS-item-7834715.html,RWS,1,28.0,6.1,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Plomb Type: CARTOUCHE - Marque: RWS - Modèle: PREMIUM LINE R50 - Calibre: .22 LR - Type de balle: BR - Ogive: Tête plomb ronde - Poids grain (GR): 40 GR - Poids (g): 2,59 g - V0 (m/s): 330 - V50 (m/s): 294 - V100 (m/s): 271 - E0 (Joules): 142 - E50 (Joules): 113 - E100 (Joules): 95 - Conditionnement: BOÎTE DE 50 - Catégorie : Catégorie CLa gamme Premium Line est constituée de munitions haut de gamme très qualitatives et performantes, pour les utilisateurs les plus exigeants. Caractéristiques :- Cartouches préconisée par de nombreux champions olympiques- Chaque lot est contrôlé plusieurs fois et cela au niveau balistique, pression, groupement- Fabriquée sous contrôle spécifique pour garantir une régularité et une sécurité d'utilisation incomparables- Toutes les séries comportant des composants harmonisés- Sensibilité au vent et variations de vitesse presque exclues- Idéale pour l'ensemble des disciplines carabines de petit calibre ainsi que le pistolet libre",34.1
Munitions CCI 22lr Small game suppressor par 1000,https://www.naturabuy.fr/Munitions-CCI-22lr-Small-game-suppressor-par-1000-item-10577828.html,CCI,1,279.0,12.9,Marque : CCIEtat de l'objet : NeufType : SubsoniqueType d'ogive : Creuse Marque : CCI Modèle : Subsonic/suppressor Calibre : 22LR Contenance : 50 cartouches Poids : 2.9g Vélocité : 296m/s 20 boiteS de 50,291.9
Lot 100   22 LR Sellier Bellot,https://www.naturabuy.fr/Lot-100-22-LR-Sellier-Bellot-item-10617421.html,Sellier & Bellot,1,19.5,6.9,Marque : Sellier & BellotEtat de l'objet : NeufType : StandardType d'ogive : Plomb Lot 50 balles 22 lr Short 28 grs plus 50 balles standard 40 grs pouvant être remplacées par de la Fiocchi Port revu si plusieurs achats. Voyez les autres annonces de la boutique. Licence ou permis obligatoire. Demander si dispo avant achat. Voyez les autres articles de la boutique. A bientot. Merci.,26.4
Cartouches 22LR ELEY  Subsonique  boite de 500 pour tir sportif,https://www.naturabuy.fr/Cartouches-22LR-ELEY-Subsonique-boite-500-tir-sportif-item-6704532.html,Eley,1,116.0,13.95,"Marque : EleyEtat de l'objet : NeufType : SubsoniqueType d'ogive : Creuse Cartouches 22LR ELEY SUBSONIC X 500 - Utilisée et destinées à la régulation des nuisibles. Balle expansive à pointe creuse de 38 grains. - Précises et fiable jusqu’à 50 mètre - Vitesse bouche 317/s - Poids de la balle 2.46 grammes, 38 grains - Balles plombs - Boite de 500 Cartouches - Poids : 1.780 kg - Poids du colis : 2.000 kg ELEY subsonic hollow est une cartouche de chasse et de régulation des nuisibles avec précision de tir et vitesse réduite, offrant profil balistique plus silencieux que d'autres cartouches de chasse .22LR. Elle est conçue et fabriquée pour donner les meilleurs résultats avec des carabines équipées de modérateurs de son. Avec son ogive à pointe creuse innovante, le projectile ELEY subsonic hollow offre des caractéristiques de expansion inégalées, résultant en une pénétration courte avec une puissance de freinage exceptionnelle; caractéristiques essentielles pour le contrôle de la vermine. Le lubrifiant non gras couvrant la cartouche assure un bon fonctionnement dans les carabines semi-automatiques et améliore le fonctionnement par conditions météorologiques difficiles. De plus en plus populaire auprès des tireurs sportifs et des professionnels de la régulation des nuisibles, ELEY subsonic hollow est considéré comme l'un des subsoniques les plus silencieux et les plus précis sur le marché. Munition Classée en Catégorie C Copie de la carte d’identité et du permis de chasse ou Licence de tir Valide Obligatoire Possibilité de vendre au détail ou à la boite de 50 cartouches Toutes munitions disponibles dans notre vitrine, n?hésitez pas à la visiter",129.95
Cartouches 22LR ELEY  Subsonique  boite de 50 pour tir sportif,https://www.naturabuy.fr/Cartouches-22LR-ELEY-Subsonique-boite-50-tir-sportif-item-8124941.html,Eley,1,12.9,5.95,"Marque : EleyEtat de l'objet : NeufType : SubsoniqueType d'ogive : Creuse Cartouches 22LR ELEY SUBSONIC X 50 - Utilisée et destinées à la régulation des nuisibles. Balle expansive à pointe creuse de 38 grains. - Précises et fiable jusqu’à 50 mètre - Vitesse bouche 317/s - Poids de la balle 2.46 grammes, 38 grains - Balles plombs - Boite de 50 Cartouches - Poids : 20 kg - Poids du colis : 0.150 kg ELEY subsonic hollow est une cartouche de chasse et de régulation des nuisibles avec précision de tir et vitesse réduite, offrant profil balistique plus silencieux que d'autres cartouches de chasse .22LR. Elle est conçue et fabriquée pour donner les meilleurs résultats avec des carabines équipées de modérateurs de son. Avec son ogive à pointe creuse innovante, le projectile ELEY subsonic hollow offre des caractéristiques de expansion inégalées, résultant en une pénétration courte avec une puissance de freinage exceptionnelle; caractéristiques essentielles pour le contrôle de la vermine. Le lubrifiant non gras couvrant la cartouche assure un bon fonctionnement dans les carabines semi-automatiques et améliore le fonctionnement par conditions météorologiques difficiles. De plus en plus populaire auprès des tireurs sportifs et des professionnels de la régulation des nuisibles, ELEY subsonic hollow est considéré comme l'un des subsoniques les plus silencieux et les plus précis sur le marché. Munition Classée en Catégorie C Copie de la carte d’identité et du permis de chasse ou Licence de tir Valide Obligatoire Possibilité de vendre au détail ou à la boite de 50 cartouches Toutes munitions disponibles dans notre vitrine, n?hésitez pas à la visiter",18.85
Munitions Subsonic cal. 22 LR HP Subsonic,https://www.naturabuy.fr/Munitions-Subsonic-cal-22-LR-HP-Subsonic-mitem-4026.html,Winchester,1,99.0,8.0,"Marque : WinchesterEtat de l'objet : NeufType : SubsoniqueType d'ogive : PlombCalibre : .22 LRConditionnement : 500Grains : 42N° de Plombs : Balle Winchester SUPER X Subsonic 22, 40gr Subsonic 22 Spécial silencieux, modéerateur de son 40 gr Balle plomb pleine Boîte de 500Photos non contractuelles",107.0
".22 lr. Club 2,6g/40grs. (Calibre: .22 lr.)",https://www.naturabuy.fr/-22-lr-Club-2-6g-40grs-Calibre-22-lr--item-10589481.html,RWS,1,8.1,14.9,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Plomb La RWS .22 lr. Club 2,6g/40grs. est l'entrée dans le monde des munitions de précision RWS. C’est une cartouche idéale pour les débutants et tous les tireurs qui souhaitent ménager leur budget d'entraînement tout en bénéficiant d’une cartouche précise et constante. Convient pour le petit calibre 100 m debout, le petit calibre 50m en trois positions, le biathlon d'été, le plinking, le pistolet de sport et le pistolet standard. Projectile en plomb 2.60 g V0 330 m/s E0 142 joules Conditionnement : 50 cartouches",23.0
.22 lr. Blazer 38g (Calibre: .22 lr.),https://www.naturabuy.fr/-22-lr-Blazer-38g-Calibre-22-lr--item-8220253.html,Blazer,1,90.3,14.9,Marque : BlazerEtat de l'objet : NeufType : StandardType d'ogive : Plomb Cartouches .22 lr. CCI Blazer 38g. avec ogives tête ronde en plomb. Munition idéale pour la chasse au petit gibier ou le tir de loisir. Compatible avec les armes semi-automatiques. Conditionnement : 525 cartouches.,105.2
Cartouches 22lr Geco Rifle,https://www.naturabuy.fr/Cartouches-22lr-Geco-Rifle-item-10551233.html,Geco,1,57.0,42.0,Marque : GecoEtat de l'objet : NeufType : StandardType d'ogive : Plomb Calibre : .22 LR Cdt : 500 Énergie (J) : 142 Grains : 40 Grammes : 2.6 Ogive / Balle : Plomb tête ronde Munition 22LR optimisée pour les carabines à verrou. Ogive 40 grains subsonique à tête pleine. Cartouche vélocité standard : 1082 fps (330 m/s) soit une énergie de 142 joules. 10 boîtes de 50 soit 1 carton de 500. BALISTIQUE : Pour un canon de 650 mm Distance Vitesse Distance Énergie 0 m 142 J 330 m/s 50 m 117 J 300 m/s 100 m 102 J 280 m/s,99.0
PREMIUM LINE SPECIAL MATCH - RWS,https://www.naturabuy.fr/PREMIUM-LINE-SPECIAL-MATCH-RWS-item-9423200.html,RWS,1,16.0,30.12,"Marque : RWSEtat de l'objet : NeufType : MatchType d'ogive : Plomb Type: CARTOUCHE - Marque: RWS - Modèle: PREMIUM LINE SPECIAL MATCH - Calibre: .22 LR - Type de balle: BR - Ogive: Tête plomb ronde - Poids grain (GR): 40 GR - Poids (g): 2,59 g - V0 (m/s): 330 - V50 (m/s): 294 - V100 (m/s): 271 - E0 (Joules): 142 - E50 (Joules): 113 - E100 (Joules): 95 - Conditionnement: BOÎTE DE 50 - Catégorie : Catégorie CLa gamme Premium Line est constituée de munitions haut de gamme très qualitatives et performantes, pour les utilisateurs les plus exigeants. Caractéristiques :- Très haute qualité, proche de celle de la R50.- Excellent rapport qualité/prix- Pour réduire les mauvais points en compétition et à l'entrainement",46.120000000000005
Cartouches winchester 22RF,https://www.naturabuy.fr/Cartouches-winchester-22RF-item-10529211.html,Winchester,0,30.0,4.0,Marque : WinchesterEtat de l'objet : D'occasionType : StandardType d'ogive : Plomb Rare 22 RF winchester 20 unités.,34.0
Cartouches CCI Pistol match Cal.22LR 40Grs,https://www.naturabuy.fr/Cartouches-CCI-Pistol-match-Cal-22LR-40Grs-item-9117931.html,CCI,1,51.0,38.4,Marque : CCIEtat de l'objet : NeufType : MatchType d'ogive : Plomb Cartouches CCI Pistol match Cal.22LR 40Grs Caractéristiques calibre 22 LR boite 50 typearticle COMPETITION PISTOL MATCH ogive Round Nose Plomb v0ms 326 gram 2.6 grains 40,89.4
Cartouches Winchester Super-X 36 gr LHP Copper Plated - Cal. 22LR - 22LR / Par 1,https://www.naturabuy.fr/Cartouches-Browning-Super-X-36-gr-LHP-Copper-Plated-Cal-22LR-Par-1-item-9207093.html,Winchester,1,25.5,9.9,"Marque : WinchesterEtat de l'objet : NeufType : StandardType d'ogive : Cuivre Caractéristiques : - Boîte de 235 balles- Ogive : Cuivrée, JHP- Amorçage / Percussion : Annulaire - Type d'étuis : Laiton - Calibre : 22LR Quantité: Par 1, par 10 ou par 20 (voir options) Calibre22LRGrains36Grammes2.33 gVitesse à 0 m390 m/s L'expédition de votre commande ne sera pas effectuée tant que la totalité des justificatifs ne seront pas réceptionnés et validés.",35.4
Lot 100 Balles 22 LR Winchester T22,https://www.naturabuy.fr/Lot-100-Balles-22-LR-Winchester-T22-item-10589073.html,Winchester,1,21.9,6.3,Marque : WinchesterEtat de l'objet : NeufType : StandardType d'ogive : Plomb Lot 100 balles 22 lr T22 40 grains Voyez les autres annonces de la boutique. Licence ou permis obligatoire. Port revu si plusieurs achats. A bientôt. Merci.,28.2
1 Boite de 50 Munitions 22lr SK Rifle Match,https://www.naturabuy.fr/1-Boite-50-Munitions-22lr-SK-Rifle-Match-item-10678406.html,SK,1,8.1,8.0,Marque : SKEtat de l'objet : NeufType : MatchType d'ogive : Plomb 1 boite de 50 munitions,16.1
Cartouches 22 LR Aguila Solid Point Subsonique,https://www.naturabuy.fr/Cartouches-22-LR-Aguila-Solid-Point-Subsonique-item-8812997.html,Aguila,1,12.0,15.1,Marque : AguilaEtat de l'objet : NeufType : SubsoniqueType d'ogive : Plomb Calibre : .22 LR Cdt : 50 Énergie (J) : 132 Grains : 40 Grammes : 2.59 Matériaux du projectile : Plomb N° de Plombs : Balle Ogive / Balle : Plomb tête ronde,27.1
Munitions CAL.22 LR SOLID POINT PLOMB AGUILA PAR 500,https://www.naturabuy.fr/Munitions-CAL-22-LR-SOLID-POINT-PLOMB-AGUILA-PAR-500-item-10678380.html,Aguila,1,59.0,9.9,"Marque : AguilaEtat de l'objet : NeufType : StandardType d'ogive : Plomb Depuis plusieurs décennies, Aguila propose des cartouches de qualité fabriquées au Mexique. Une sélection de matériaux rigoureuse et des contrôles qualité constants sont les garants d'un niveau de qualité internationalement reconnu. Aguila : la référence du rapport qualité/prix ! Munitions à balle .22 LR 40 grains à ogive pleine en plomb. Vélocité standard : 1130 fps (344 m/s) soit une énergie de 153 joules. Boites de 50 cartouches sur-conditionnées en cartons de 500 cartouches. Catégorie C Calibre 22lr Énergie (J) 153 N° de Plombs Balle Vitesse (m/s) 344 Matériaux du projectile Plomb Cdt 10 boites de 50 Grains 40 Grammes 2.59",68.9
50 Munitions NORMA TAC-22 SUBSONIC CREUSE Cal.22lr Subsonic,https://www.naturabuy.fr/50-Munitions-NORMA-Cal-22lr-Subsonic-NEW--item-8927899.html,Norma,1,7.8,6.0,"Marque : NormaEtat de l'objet : NeufType : SubsoniqueType d'ogive : Creuse 50 Munitions NORMA TAC-22 SUBSONIC Creuse Cal.22lr Subsonic POUR FIN 2023 50 munitions 40 grains, 2.6g Munitions Subsonic-22 Norma sont fabriquées avec précision pour offrir des performances exceptionnelles et régulières, que ce soit pour le tir en match , le plinking ou le tir des nuisibles. Munition 22LR optimisée pour le tir avec un modérateur de son. Ogive 40 grains subsonique à tête creuse. Cartouche spéciale régulation des nuisibles : 1033 fps (315 m/s) soit une énergie de 129 joules. 10 boîtes de 50 soit 1 carton de 500. BALISTIQUE : Distance Vitesse Distance Énergie 0 m 129 J 315 m/s 50 m 106 J 285 m/s 100 m 89 J 264 m/s",13.8
5879B UNE BOITE  DE 50 BALLES RWS Z LANG CAL 22LR NEUF,https://www.naturabuy.fr/5879B-LOT-DE-50-BALLES-RWS-Z-LANG-CAL-22LR-NEUF-item-6989237.html,RWS,1,8.9,8.0,"Marque : RWSEtat de l'objet : NeufType : Sans poudre ZType d'ogive : Plomb A SAISIR CETTE BOITE DE 50 BALLES DE CHEZ RWS MODELE Z LANG CAL 22LR PARFAITE POUR LA COURTE PORTEE MISE AU POINT POUR LES TIR À LA CARABINE À COURTE DISTANCE PAR CONSÉQUENT PARFAITEMENT ADAPTÉE AU TIR INTÉRIEUR TIR SILENCIEUX ET EN DOUCEUR FIABILITÉ ABSOLUE PROJECTILE DE PLOMB DE 1,9G , V 235M/SEC NEUF",16.9
5879 LOT DE 500 BALLES RWS Z LANG CAL 22LR NEUF,https://www.naturabuy.fr/AXEl-5879-LOT-DE-500-BALLES-RWS-Z-LANG-CAL-22LR-NEUF-item-9128026.html,RWS,1,86.6,13.0,"Marque : RWSEtat de l'objet : NeufType : Sans poudre ZType d'ogive : Plomb A SAISIR CETTE BOITE DE 500 BALLES DE CHEZ RWS MODELE Z LANG CAL 22LR PARFAITE POUR LA COURTE PORTEE MISE AU POINT POUR LES TIR À LA CARABINE À COURTE DISTANCE PAR CONSÉQUENT PARFAITEMENT ADAPTÉE AU TIR INTÉRIEUR TIR SILENCIEUX ET EN DOUCEUR FIABILITÉ ABSOLUE PROJECTILE DE PLOMB DE 1,9G , V 235M/SEC NEUF",99.6
"MUNITIONS 22 LR WINCHESTER SUBSONIC 42GR / 50-SUB, CAT C - 22LR - SUBSONIC 42 MAX - HP - CW22SUB42 -",https://www.naturabuy.fr/MUNITIONS-22-LR-WINCHESTER-SUBSONIC-42GR-50-SUB-CAT-C-22LR-SUBSONIC-42-MAX-HP-CW22SUB42-X50-item-10451150.html,Winchester,1,9.1,11.3,"Marque : WinchesterEtat de l'objet : NeufType : SubsoniqueType d'ogive : Plomb MUNITIONS 22 LR WINCHESTER SUBSONIC 42GR / 50-SUB 42G BOITE DE 50 CARTOUCHES HOLLOW POINT - 42 GRAIN NOS MUNITIONS 22LR CLASSEES PAR MARQUES https://nea-petfood.com/fr/582-munitions-petit-calibre-22lrMunitions 22lrTête creuse Hollow point42 grainsBoîte de 50 Armes & Munitions de catégorie C, merci de nous fournir les documents suivants : Pièce d'identité recto (CNI ou passeport) + Pièce d'identité Verso (CNI) + Justificatif de domicile (- de 3 mois) si adresse différente de la CNI ou PASSEPORT + Permis de chasser + Validation du permis de chasser de l'année en cours ou Licence de Tir FFBT ou FFTir en cours de validité signée et tamponnée par le médecin. + Copie du récépissé de déclaration de l'arme du calibre concerné (munitions) A nous envoyer par e-mail : xxxx@xxxx ou Remplir le formulaire : https://nea-petfood.com/fr/module/powerfulformgenerator/display?id=1",20.4
50 Munitions ELEY High Velocity Cal 22LR,https://www.naturabuy.fr/promo-munition-ELEY-22LR-high-velocity-X50-item-4892438.html,Eley,1,10.0,15.0,Marque : EleyEtat de l'objet : NeufType : StandardType d'ogive : Plomb Boite de 50 cartouches ELEY calibre 22 lr high velocity . Poids d'ogive : 40 grs. Vitesse à la sortie du canon : 331 m/s. Produit peut être vendu sur un autre support MERCI DE NOUS CONSULTER POUR VERIFIER L'ETAT DE STOCK,25.0
50 Munitions ELEY Match Cal 22LR,https://www.naturabuy.fr/promo-munition-ELEY-22LR-match-X50-item-4892446.html,Eley,1,16.0,15.0,Marque : EleyEtat de l'objet : NeufType : StandardType d'ogive : Plomb Boite de 50 cartouches ELEY 22 lr match . Poids d'ogive : 40 grs. Vitesse à la sortie du canon : 331 m/s. Produit peut être vendu sur un autre support MERCI DE NOUS CONSULTER POUR VERIFIER L'ETAT DE STOCK,31.0
Munitions ELEY High Velocity Hollow Point cal. 22 LR,https://www.naturabuy.fr/Munitions-ELEY-High-Velocity-Hollow-Point-cal-22-LR-item-7953463.html,Eley,1,110.0,15.1,"Marque : EleyEtat de l'objet : NeufType : StandardType d'ogive : Creuse Calibre : .22 LR - Catégorie : C - Cdt : 500 - Grains : 38 - Longueur (cm) : 2.54 - Poids (g) : 2.46 - Vitesse (m/s) : 381 - 22 Long Rifle, haute vélocité, pointe creuse, douille noire oxydée. 10 boîtes de 50 soit un lot de 500. Vitesse : À l'embouchure : 381 m/s À 50 m : 355 m/s À 91 m : 332 m/s",125.1
Balle Winchester 22 LR Hollow Point Subsonic,https://www.naturabuy.fr/Balle-Winchester-22-LR-Hollow-Point-Subsonic-item-10564551.html,Winchester,1,20.9,0.0,"Marque : WinchesterEtat de l'objet : NeufType : SubsoniqueType d'ogive : Plomb La balle Winchester subsonique 42 grains calibre 22 LR plomb de haute qualité est une balle subsonique pour les carabines avec silencieux.Cette balle de 45 grains pèse 2,9 grammes.Sa vitesse à la bouche est de 305 mètres par seconde soit une énergie de 135 joules.Vendue en boite de 50 balles.",20.9
250 Munitions RWS Cal.22lr Subsonic HP,https://www.naturabuy.fr/250-Munitions-RWS-Cal-22lr-Subsonic-HP-item-10753608.html,RWS,1,39.0,9.0,"Marque : RWSEtat de l'objet : NeufType : SubsoniqueType d'ogive : Creuse 250 Munitions RWS Cal.22lr Subsonic HP 250 munitions soit 5 boites de 50 quantités Munitions Subsonic dévelloppée pour les circonstances nécissitant une détonation faible. Vitesse adaptée à la réduction du bruit Parfait pour le tir avec silencieux , MDS Pointe tronquée idéale pour le tir des nuisibles 2.6g Vitesse: 315m/s Energie: E0 129j +1cm 25m 0 50m -25.1 100m",48.0
MUNITIONS MAGTECH CAL.22 LR 40G X50,https://www.naturabuy.fr/MUNITIONS-MAGTECH-CAL-22-LR-40G-X50-item-10263238.html,Magtech,1,4.99,11.3,"Marque : MagtechEtat de l'objet : NeufType : StandardType d'ogive : Plomb Boite de 50 balles MAGTECH, calibre .22 Long Rifle dernière génération. Tête arrondie pour une meilleure pénétration dans l'air. - Grains : 40 (2.59g) - Tête : ronde DISPO EN PACK DE 2 https://nea-petfood.com/fr/carabines-22lr/2736-100-balles-soit-2-boites-de-munitions-magtech-cal22-lr-40g-x50.html ET EGALEMENT EN PACK DE 5 https://nea-petfood.com/fr/carabines-22lr/2738-250-balles-soit-5-boites-de-munitions-magtech-cal22-lr-40g-x50.html NOS MUNITIONS 22LR CLASSEES PAR MARQUES HTTPS://NEA-PETFOOD.COM/FR/582-MUNITIONS-PETIT-CALIBRE-22LR Armes & Munitions de catégorie C, merci de nous fournir les documents suivants : Pièce d'identité recto (CNI ou passeport) + Pièce d'identité Verso (CNI) + Justificatif de domicile (- de 3 mois) si adresse différente de la CNI ou PASSEPORT + Permis de chasser + Validation du permis de chasser de l'année en cours ou Licence de Tir FFBT ou FFTir en cours de validité signée et tamponnée par le médecin. + Copie du récépissé de déclaration de l'arme du calibre concerné (munitions) A nous envoyer par e-mail : xxxx@xxxx ou Remplir le formulaire : https://nea-petfood.com/fr/module/powerfulformgenerator/display?id=1",16.29
Munitions CCI 22lr Plinking Quiet-22 par 500,https://www.naturabuy.fr/Munitions-CCI-22lr-Plinking-Quiet-22-par-500-item-10753562.html,CCI,1,87.9,9.7,Marque : CCIEtat de l'objet : NeufType : SubsoniqueType d'ogive : Plomb Calibre: 22lr Ogive: Round Nose plomb 2.6g 40grains Vm/s 216 500 munitions soit 10 boites de 50,97.60000000000001
Balle CCI Standard cal.22LR par 1000,https://www.naturabuy.fr/Balle-CCI-Standard-cal-22LR-par-1000-item-10616311.html,CCI,1,142.9,13.6,Marque : CCIEtat de l'objet : NeufType : StandardType d'ogive : Plomb Munitions CCI 22lr Plinking Standard Velocity Calibre: 22lr Ogive: Round Nose plomb 2.6g 40grains Vm/s 326 Vendu en boite de 50 vendu par 1000 soit 20 boites de 50 calibre 22 LR boite 50 typearticle PLINKING STANDARD VELOCITY ogive Round Nose Plomb v0ms 326 gram 2.6 grains 40,156.5
"CART. RWS FIELD LINE SUBSONIC HP CAL. .22 LR BHSP POINTE TRONQUÉE 40GR 2,59G BTE 50",https://www.naturabuy.fr/CART-RWS-FIELD-LINE-SUBSONIC-HP-CAL-22-LR-BHSP-POINTE-TRONQUeE-40GR-2-59G-BTE-50-item-10504714.html,RWS,1,8.4,7.8,"Marque : RWSEtat de l'objet : NeufType : StandardType d'ogive : Plomb CART. RWS FIELD LINE SUBSONIC HP CAL. .22 LR BHSP POINTE TRONQUÉE 40GR 2,59G BTE 50 Les munitions RWS à percussion annulaire ont depuis longtemps fait leurs preuves dans le domaine sportif, avec de nombreuses médailles et des victoires olympiques couronnant leurs parcours. La segmentation très claire des différentes lignes de produits pour les cartouches à percussion annulaire RWS, facilitera le choix de la bonne munition. La gamme Field Line est conçue pour des applications spécifiques. Le modèle SUBSONIC HP est une affaire de spécialistes. Particularités : - Munition spécifiquement développée pour les circonstances nécessitant une détonation faible - Vitesse adaptée à la réduction du bruit - Parfaite pour les tirs avec silencieux - Très bon fonctionnement pour les armes à un coup - Pointe tronquée idéale pour le tir du petit gibier et des petits carnivores",16.2
".22 lr. Black Edition SV 2,6g/40grs. (Calibre: .22 lr.)",https://www.naturabuy.fr/Cartouches-22-lr-Black-Edition-SV-2-6g-40grs--item-7113875.html,Topshot,1,7.4,14.9,"Marque : TopshotEtat de l'objet : NeufType : StandardType d'ogive : Plomb Les cartouches .22 lr. TOPSHOT Competition Black Edition SV 2,6g/40grs sont les munitions idéales pour le tir sportif et pour les chasseurs qui souhaitent s'entrainer. Cette cartouche universelle à prix raisonnable pour les armes longues et les armes de poing, se caractérise par de très bonnes performances de tir et une grande fiabilité. Contenance de la boite : 50 cartouches. Vitesse de projectile (V0) : 326m/s",22.3
